id	text	iset	shellnoun	content	content_phrase	comment
561	Fragen	28379	false	_		_
562	Frage	40728	false	_		_
563	Antrag	40830	true	given	209	_
564	Auftrag	28532	false	_		_
565	Ansicht	40694	false	_		_
566	Meinung	35582	false	_		_
567	Meinung	35708	false	_		_
568	Schiedssprüchen	46102	false	_		_
569	Fragen	28034	false	_		_
570	Entscheidung	35712	false	_		_
571	recht	35773	false	_		_
572	Fragen	28160	false	_		_
573	Vorschlags	35918	false	_		_
574	Fragen	28053	false	_		_
575	Frage	28261	false	_		_
576	Recht	36008	false	_		_
577	recht	35553	false	_		_
578	Grund	36731	true	given	244	_
579	Gelegenheiten	35568	false	_		_
580	Frage	40490	true	given	318	_
581	Anlaß	36612	true	given	245	_
582	Bedarf	30288	true	given		_
583	Meinung	40595	false	_		_
584	Umstand	40579	true	given	319	_
585	Entscheidung	28699	false	_		_
586	Entscheidung	28708	false	_		_
587	Überzeugung	36327	false	_		_
588	Lage	47192	undefined	_		_
589	Frage	36284	false	_		_
590	Lage	43216	false	_		_
591	Gedanken	47078	false	_		_
592	Möglichkeit	36199	true	given	222	_
593	Ansicht	43109	true	given	315	_
594	Gelegenheit	47058	true	given	261	_
595	Frage	36173	false	_		_
596	Schwierigkeiten	43081	false	_		_
597	Möglichkeit	47025	true	given	262	_
598	Forderungen	42987	false	_		_
599	Tatsache	43614	true	given	307	_
600	Willen	43543	false	_		_
601	Gelegenheit	43489	false	_		_
602	Arbeit	42760	false	_		_
603	Forderung	43328	true	given	313	_
604	Versagen	31535	false	_		_
605	Deshalb	31306	false	_		_
606	Meinungen	28758	false	_		_
607	Fragen	28782	false	_		_
608	Mut	31964	true	given	278	_
609	Beschluß	31657	false	_		_
610	Schlußfolgerungen	29305	false	_		_
611	Lage	47747	undefined	_		_
612	Vorschlägen	47866	undefined	_		_
613	Recht	47693	undefined	_		_
614	Recht	47709	undefined	_		_
615	Gelegenheit	47506	undefined	_		_
616	Recht	47652	undefined	_		_
617	Recht	36030	true	given	291	_
618	Standpunkt	47274	undefined	_		_
619	Absichten	28924	true	given	277	_
620	Pläne	28960	true	given	273	_
621	Rechte	43744	false	_		_
622	Ansicht	43864	false	_		_
623	Entscheidung	36946	false	_		_
624	Ziele	47946	undefined	_		_
625	Hoffnung	43811	false	_		_
626	recht	28859	false	_		_
627	Frage	36994	false	_		_
628	Lage	43911	false	_		_
629	Tatsache	28885	true	given	275	_
630	Frage	36949	false	_		_
631	Plan	44175	true	given	290	_
632	Grund	47052	true	given	257	_
633	Meinung	44024	true	given	308	_
634	Rechte	44222	false	_		_
635	Umständen	44210	false	_		_
636	Schwierigkeiten	36846	false	_		_
637	Argumentation	41807	true	given	259	_
638	Rechte	44309	false	_		_
639	Einigung	29481	false	_		_
640	Tatsache	48006	undefined	_		_
641	Hinweise	48011	undefined	_		_
642	Tatsache	48181	undefined	_		_
643	Wille	41657	false	_		_
644	Garantie	41108	false	_		_
645	Ursache	41298	false	_		_
646	Ziel	48485	undefined	_		_
647	Erfordernis	41288	false	_		_
648	Ziele	37269	false	_		_
649	Aufgaben	37267	false	_		_
650	Frage	42349	false	_		_
651	Schwierigkeiten	42303	true	given	247 249	_
652	Recht	42298	false	_		_
653	Frage	42262	true	given	248	_
654	Bemühungen	42162	false	_		_
655	Fakten	28588	false	_		_
656	Bemühungen	37171	false	_		_
657	Fragen	41904	false	_		_
658	Spekulation	28583	false	_		_
659	Bemühungen	37123	false	_		_
660	Hinweis	41814	true	given	258	_
661	Fakten	28559	false	_		_
662	Auffassungen	41773	false	_		_
663	Argumente	28848	false	_		_
664	Ansicht	48584	undefined	_		_
665	Ansicht	41588	true	given	255	_
666	Fakten	28732	false	_		_
667	Ansichten	48614	undefined	_		_
668	Recht	48893	undefined	_		_
669	Bemühungen	48769	undefined	_		_
670	Aufgabe	48874	undefined	_		_
671	Möglichkeit	37538	true	given	334	_
672	Vorschlags	42435	false	_		_
673	Möglichkeiten	37511	false	_		_
674	Voraussetzung	37598	true	given	327	_
675	Forderungen	37544	false	_		_
676	Forderung	42954	true	given	316	_
677	Rechte	42792	false	_		_
678	Deswegen	41045	false	_		_
679	Pflicht	42957	true	given	316	_
680	Erwägungen	32045	false	_		_
681	Wille	37337	true	given	332	_
682	Chance	37324	true	given	331	_
683	Rechte	42677	false	_		_
684	Möglichkeiten	37502	true	given	328 334	_
685	Lage	37455	false	_		_
686	Einverständnis	25060	false	_		_
687	Forderung	44411	true	given	299	_
688	Hinweis	44780	true	given	346 349	_
689	Befürchtung	44434	true	given	300	_
690	Zweifel	35914	false	_		_
691	Gelegenheit	45541	false	_		_
692	Entscheidungen	45500	false	_		_
693	Einladung	35299	false	_		_
694	Spekulationen	28551	false	_		_
695	Spekulation	28547	false	_		_
696	Anschluß	34015	false	_		_
697	Wünschen	28523	false	_		_
698	Gründen	39713	false	_		_
699	Erfordernissen	33627	false	_		_
700	Recht	45098	true	given	347	_
701	Voraussetzung	45122	false	_		_
702	Argument	44053	true	given	308	_
703	Recht	44824	false	_		_
704	Recht	44939	true	given	348	_
705	Ziel	46429	true	given	243 242	_
706	Grund	27326	false	_		_
707	Frage	45573	true	given	215	_
708	Recht	45583	false	_		_
709	Hinweisen	45641	false	_		_
710	Umständen	45855	false	_		_
711	Gefahr	46262	true	given	240	_
712	Vorschlag	46955	true	external		_
713	Tatsache	46705	true	given	232	_
714	Frage	46898	false	_		_
715	Idee	46567	true	given	229	_
716	Lage	46691	false	_		_
717	Seiten	42587	false	_		_
718	Anstrengungen	37643	true	given	326	_
719	Hoffnung	39389	true	given	340	_
720	Hoffnung	39425	false	_		_
721	Hoffnung	39434	true	given	341	_
722	Zielsetzungen	37290	true	given	333	_
723	Möglichkeiten	39633	false	_		_
724	Rechte	39836	false	_		_
725	Meinung	39729	true	given	304	_
726	Möglichkeit	39684	true	given	342	_
727	Ansätze	39256	false	_		_
728	Ausdruck	38921	false	_		_
729	Bestrebungen	38394	false	_		_
730	Zweifel	69962	false	_		_
731	Vorstellungen	69652	false	_		_
732	deshalb	69588	false	_		_
733	Gründen	69580	true	given	372	_
734	Ziel	53058	true	given	376	_
735	Chancen	53206	false	_		_
736	Eindruck	53273	true	given	377	_
737	Frage	53325	undefined	_		_
738	Frage	52626	false	_		_
739	Frage	52705	true	given	386 385	_
740	Wunsch	52738	true	given	387	_
741	Frage	52788	false	_		_
742	Vorschläge	52820	false	_		_
743	Auffassung	52920	false	_		_
744	Forderung	50674	true	given	404	_
745	Rechts	60303	false	_		_
746	Recht	50652	true	given	403	_
747	Fragen	54195	true	given	510 511 512 513	_
748	Ansicht	60476	false	_		_
749	Möglichkeit	50576	true	given	402	_
750	Überzeugung	60086	true	given	459	_
751	Verpflichtung	50449	true	given	401	_
752	Möglichkeit	54174	false	_		_
753	Lage	60150	false	_		_
754	Ziele	50444	false	_		_
755	Verpflichtung	50385	true	given	401	_
756	Ziele	50354	false	_		_
757	Rechte	59953	false	_		_
758	Lage	59990	false	_		_
759	Verdacht	54665	false	_		_
760	Vorschlag	60055	false	_		_
761	Fragen	54459	true	given	514 515	_
762	Lage	54512	false	_		_
763	Frage	50254	false	_		_
764	Absicht	53473	true	given	496	_
765	Ziel	50228	false	_		_
766	Vorschlag	53558	false	_		_
767	Bemühungen	59686	unclear	given	462	_
768	Forderung	53660	true	given	497	_
769	Recht	59845	false	_		_
770	Schwierigkeiten	59924	false	_		_
771	Frage	50210	false	_		_
772	Gelegenheit	53342	false	_		_
773	Fragen	50084	false	_		_
774	Versuch	53452	true	given	375	_
775	Möglichkeit	59150	true	given	479	_
776	Recht	53905	false	_		_
777	Annahme	59227	false	_		_
778	Recht	53937	true	given	498	_
779	Antrag	59349	false	_		_
780	Pflicht	53942	true	given	498	_
781	Möglichkeit	59442	true	given	469	_
782	Notwendigkeit	53972	true	given	499	_
783	Tatsache	59591	true	given	468	_
784	Forderung	51148	true	given	415	_
785	Möglichkeit	51107	true	given	416 417	_
786	Fragen	51398	false	_		_
787	Hoffnung	51535	true	given	444	_
788	Pläne	51429	true	given	446	_
789	Lage	51522	false	_		_
790	Überzeugung	50689	true	given	405	_
791	Verpflichtung	50791	true	given	421	_
792	Frage	50932	false	_		_
793	Voraussetzungen	51024	false	_		_
794	Vorschlag	51103	false	_		_
795	Vorschlägen	52595	false	_		_
796	Ansicht	52545	true	given	361	_
797	Ziel	52569	true	given	362	_
798	Auftrag	52393	false	_		_
799	Annahme	52467	false	_		_
800	Ziel	52296	true	given	365 363	_
801	Gefahren	52307	false	_		_
802	deshalb	66037	false	_		_
803	Anreize	66045	true	given	520	_
804	Meinung	51921	false	_		_
805	Frage	52027	false	_		_
806	Vorschläge	52054	false	_		_
807	Vorschläge	52071	false	_		_
808	Aufgabe	52097	false	_		_
809	Meinung	51937	false	_		_
810	Auffassung	51966	true	given	431	_
811	Vorschläge	62221	false	_		_
812	Hinweise	73385	false	_		_
813	Vorschlag	62281	false	_		_
814	Entscheidungen	73432	false	_		_
815	Ansicht	62181	false	_		_
816	Rechtes	62195	undefined	_		_
817	Standpunktes	62508	false	_		_
818	Umständen	62292	false	_		_
819	Voraussetzungen	73022	false	_		_
820	Ansicht	62296	false	_		_
821	Versuch	55051	true	given	504	_
822	Gefahr	54855	true	given	503	_
823	Bedürfnissen	62141	false	_		_
824	Erkenntnissen	68804	false	_		_
825	Standpunkt	68797	false	_		_
826	Ansicht	68773	false	_		_
827	Recht	68752	false	_		_
828	Vorschlag	68727	true	given	432	_
829	Überzeugung	68723	true	given	436	_
830	Frage	68665	true	external		_
831	recht	68619	false	_		_
832	Vorschlags	62121	false	_		_
833	Frage	68562	true	external		_
834	Ansicht	62090	false	_		_
835	Frage	68473	true	given	480 481	_
836	Recht	62071	false	_		_
837	Frage	62775	true	given	369	_
838	Frage	62786	true	given	369	_
839	Recht	62875	false	_		_
840	Auffassung	62884	true	given	373	_
841	Vorschlag	62890	true	given	371	_
842	Frage	55441	true	given	442 441	_
843	Meinung	55275	true	given	447	_
844	Frage	55392	false	_		_
845	Gefahr	62659	false	_		_
846	Frage	55222	true	given	443	_
847	Versuche	68980	true	given	454 457	_
848	Frage	55079	true	given	450	_
849	Ansicht	68925	false	_		_
850	Entscheidungen	68904	false	_		_
851	Meinung	55196	true	given	445	_
852	Versuchen	68946	true	given	453	_
853	Meinung	55098	false	_		_
854	Frage	62627	false	_		_
855	Erkenntnisse	68845	false	_		_
856	Tatsache	62623	true	given	384	_
857	Entscheidungen	68842	false	_		_
858	Lage	68875	true	given	433	_
859	Möglichkeit	73017	true	given	456	_
860	Meinung	68860	true	given	437	_
861	Feststellung	61514	true	given	517	_
862	Recht	61560	true	given	356	_
863	Frage	61274	false	_		_
864	Versuch	61295	true	given	521	_
865	Meinung	55980	false	_		_
866	Aufgabe	55962	true	given	476	_
867	Standpunkt	56233	true	given	470	_
868	Aufgaben	56357	false	_		_
869	Anträge	55931	false	_		_
870	Frage	55796	true	given	427	_
871	Frage	55597	false	_		_
872	Vorschlägen	61246	false	_		_
873	Entscheidungen	61053	false	_		_
874	Frage	61050	false	_		_
875	Recht	62018	undefined	_		_
876	Ansicht	62055	false	_		_
877	Frage	56963	true	given	353	_
878	Gelegenheit	57073	true	given	352	_
879	Frage	57112	true	external		_
880	Frage	57161	true	external		_
881	Frage	57182	true	external		_
882	Frage	57313	true	given	422	_
883	Vorschlägen	56403	false	_		_
884	Frage	56803	false	_		_
885	Forderung	61704	false	_		_
886	Eindruck	61655	true	given	357	_
887	Bereitschaft	61976	true	given	359	_
888	Forderungen	61838	false	_		_
889	Ziele	57947	false	_		_
890	Rechte	57925	false	_		_
891	Fragen	57887	false	_		_
892	Kommissionsvorschlag	58284	false	_		_
893	Schwierigkeiten	57825	false	_		_
894	Vorschlag	67025	false	_		_
895	Absicht	57711	true	given	407	_
896	Fragen	66893	true	given	487 491 493	_
897	Aufgaben	57675	true	given	406	_
898	Recht	57562	false	_		_
899	Ansichten	57503	false	_		_
900	Standpunkt	64282	false	_		_
901	Entscheidungen	71998	false	_		_
902	Voraussetzung	49120	true	given	380	_
903	Notwendigkeit	49073	true	given	379	_
904	Plan	49089	true	given	381	_
905	Frage	72128	false	_		_
906	Gründen	50753	false	_		_
907	Rechte	72302	false	_		_
908	Lage	72407	false	_		_
909	Meinungen	72156	false	_		_
910	Frage	72177	false	_		_
911	Vorschlägen	67128	false	_		_
912	Möglichkeit	67052	true	given	486	_
913	Entscheidung	72007	true	given	519	_
914	Ansicht	67063	false	_		_
915	Frage	57347	false	_		_
916	Vorschlags	67045	false	_		_
917	Gleichstellungspolitik	57715	false	_		_
918	Frage	49510	true	given	368	_
919	Chancen	49751	false	_		_
920	Gedanken	49849	false	_		_
921	Vorschläge	58187	false	_		_
922	Vorschläge	49200	false	_		_
923	Gefahr	64673	false	_		_
924	Ziele	49374	true	given	382 383 388	_
925	Vorschlag	64638	false	_		_
926	Gleichstellungspolitik	57949	false	_		_
927	Ansicht	64753	false	_		_
928	Beweggründe	57856	false	_		_
929	Vorschlag	64686	false	_		_
930	Forderungen	64945	true	given	426	_
931	Zielsetzung	50382	false	_		_
932	Vorschlag	64923	true	given	451	_
933	Grund	57975	true	given	399 397 400	_
934	Kompromissvorschlag	63128	false	_		_
935	Tatsache	49952	true	given	378	_
936	Frage	50070	false	_		_
937	Rechte	72570	false	_		_
938	Vorschläge	72637	false	_		_
939	Ansichten	72695	false	_		_
940	Rechte	72816	false	_		_
941	Gefahr	72995	false	_		_
942	Verpflichtung	67462	true	given	500	_
943	Vorschläge	67159	false	_		_
944	Recht	67166	false	_		_
945	Vorschlägen	67193	false	_		_
946	Fragen	67209	true	given	484 489 488	_
947	Ideen	72561	false	_		_
948	Aufwand	64223	false	_		_
949	Fragen	58446	false	_		_
950	Recht	62949	false	_		_
951	Fragen	58400	false	_		_
952	Pflicht	67602	false	_		_
953	Fragen	58391	false	_		_
954	Frage	67578	false	_		_
955	Chancengleichheit	57687	false	_		_
956	Frage	63511	true	given	419	_
957	Chancengleichheit	57753	false	_		_
958	Vorschläge	63490	false	_		_
959	dadurch	51060	false	_		_
960	Erfordernissen	69432	false	_		_
961	Frage	64027	true	given	411	_
962	Frage	63425	true	given	395 394	_
963	Möglichkeit	63364	true	given	396	_
964	Begründungen	64103	false	_		_
965	Vorschlag	58336	false	_		_
966	Fragen	63277	true	given	392 391	_
967	Argumentation	64048	true	given	413	_
968	Ansicht	58331	true	given	390	_
969	Ansichten	63260	false	_		_
970	Frage	71103	true	given	490	_
971	Chancengleichheit	57929	false	_		_
972	Standpunkt	71094	false	_		_
973	Sachargumenten	64118	false	_		_
974	Meinung	63045	false	_		_
975	Frage	71071	true	given	490	_
976	Chancen	71362	false	_		_
977	Bedarfsfall	51250	false	_		_
978	Ansicht	67612	true	given	461	_
979	Zielsetzung	51285	true	given	448	_
980	Vorschlag	62917	false	_		_
981	Frage	71117	true	given	490	_
982	Vorschläge	71229	false	_		_
983	Notifizierungspflicht	51199	true	given	455	inkorporiert
984	Vorschlag	67894	false	_		_
985	Schwierigkeiten	67644	false	_		_
986	Frage	67734	false	_		_
987	Möglichkeit	67976	false	_		_
988	recht	68039	false	_		_
989	Ansicht	67902	true	given	460	_
990	Tatsache	67943	true	given	467	_
991	Vorschlag	58713	false	_		_
992	Auffassung	63533	true	given	418	_
993	Zieles	58584	true	given	393	_
994	Erkenntnisse	68084	false	_		_
995	Zielsetzung	63507	false	_		_
996	Standpunkt	63674	false	_		_
997	Überzeugung	63595	true	given	423	_
998	Forderung	59145	true	given	475	_
999	Möglichkeit	58976	false	_		_
1000	Wunsch	63825	false	_		_
1001	Vorschläge	63937	false	_		_
1002	Frage	71613	true	given	509	_
1003	Anreiz	63624	false	_		_
1004	Veranlassung	57285	false	_		_
1005	Ziel	58576	true	given	393	_
1006	Ziel	58560	false	_		_
1007	Entscheidung	71909	false	_		_
1008	Rechte	71940	false	_		_
1009	Entscheidung	71971	true	given	519	_
1010	Argumente	51038	true	given	425	_
1011	Ziele	71989	true	given	522	_
1012	Ziel	71793	true	given	507	_
1013	Tatsache	71830	true	given	508	_
1014	Meinung	71898	false	_		_
1015	Aufgabe	68167	true	given	472	_
1016	Ansicht	71749	false	_		_
1017	Frage	68278	false	_		_
1018	Frage	68367	true	external		_
1019	Annahme	65112	false	_		_
1020	Ansicht	65168	true	given	434	_
1021	Angelegenheiten	51705	false	_		_
1022	Ansicht	65154	false	_		_
1023	Lage	70649	false	_		_
1024	Lage	70560	false	_		_
1025	dadurch	55528	false	_		_
1026	Entscheidung	70693	false	_		_
1027	Vorschläge	70657	false	_		_
1028	Ansicht	70760	true	given	355	_
1029	Anreiz	65087	false	_		_
1030	Vorschlags	70451	false	_		_
1031	Vorschlag	70476	false	_		_
1032	Sicherheitsanforderungen	65020	false	_		_
1033	Grundsatz	72484	true	given	435	_
1034	Weigerung	72386	true	given	440	_
1035	Schlussfolgerungen	60483	true	given	438	_
1036	Anforderungen	61000	false	_		_
1037	Grund	65276	true	given	471	_
1038	Zivilcourage	60714	false	_		_
1039	Forderungen	65629	false	_		_
1040	Entscheidungen	65595	false	_		_
1041	Gefahr	65582	true	given	473	_
1042	Vorschläge	70942	false	_		_
1043	Gefahr	70929	true	given	485	_
1044	Meinung	71051	true	given	492	_
1045	Verpflichtung	71023	true	given	494	_
1046	Vorschläge	71019	false	_		_
1047	Frage	71002	true	external		_
1048	Grund	64905	false	_		_
1049	Frage	70793	true	given	354	_
1050	Standpunkt	70862	false	_		_
1051	Zielsetzungen	64597	false	_		_
1052	Argumentation	51300	false	_		_
1053	Bestreben	59919	unclear	given	458	_
1054	Schlussfolgerungen	59907	false	_		_
1055	Gelegenheit	65291	false	_		_
1056	Ansicht	69789	false	_		_
1057	Frage	69553	true	given	370	_
1058	Entscheidung	69450	false	_		_
1059	Voraussetzungen	69501	false	_		_
1060	Entscheidung	69523	false	_		_
1061	Möglichkeit	69386	true	given	410	_
1062	Lage	69415	false	_		_
1063	Standpunkt	69436	false	_		_
1064	Konsequenz	72909	true	given	464	_
1065	Möglichkeit	65809	true	given	474	_
1066	Einsicht	65830	false	_		_
1067	Ziele	65860	false	_		_
1068	Schlussfolgerungen	68031	false	_		_
1069	Lage	65924	undefined	_		_
1070	Notwendigkeit	65975	true	given	477	_
1071	Zweifel	73172	false	_		_
1072	Verpflichtung	66598	true	given	505	_
1073	Ansicht	66585	true	given	506	_
1074	Frage	66752	true	given	516 523	_
1075	Fragen	66725	false	_		_
1076	Frage	70413	true	given	358	_
1077	Wunsch	70303	false	_		_
1078	Zielen	70272	false	_		_
1079	Vorschlag	70136	true	given	366	_
1080	Überzeugungskraft	65237	false	_		_
1081	Argumente	65531	false	_		_
1082	Wünschen	68295	false	_		_
1083	Frage	69939	true	external		_
1084	Schlussfolgerung	68316	false	_		_
1085	Ansicht	69942	false	_		_
1086	Schlussfolgerung	68325	false	_		_
1087	Standpunkten	69892	false	_		_
1088	Bedürfnisse	56003	false	_		_
1089	Vorschläge	69901	false	_		_
1090	Fragen	69814	false	_		_
1091	Ansicht	66297	false	_		_
1092	Standpunkt	66478	false	_		_
1093	Standpunkt	66528	false	_		_
1094	deswegen	58996	false	_		_
1095	daran	53833	false	_		_
1096	daran	53870	false	_		_
1097	Frage	69091	false	_		_
1098	Tatsache	69136	true	given	414	_
1099	Ansicht	60535	false	_		_
1100	Gefahren	60643	false	_		_
1101	Rechte	60977	false	_		_
1102	Aufgaben	60986	false	_		_
1103	Ziele	61011	false	_		_
1104	Ziele	61030	false	_		_
1105	Projektion	71285	true	given	501	_
1106	Wunsch	69335	true	given	412	_
1107	Scheitern	66058	false	_		_
1108	Bedürfnisse	66094	false	_		_
1109	Zusagen	66538	false	_		_
1110	Argument	66682	false	_		_
1111	Anstrengungen	71576	false	_		_
1112	Sicherheitsstandards	71696	false	_		_
1113	Hauptziel	54294	false	_		_
1114	Gründen	60858	false	_		_
1115	Mitchell-Plan	61234	false	_		_
